Start	2025-10-24T11:24:25.000

03:24:29	NREM	4	3707	acc	0.076308	emg	4.321545	δ	1.137759	θ	0.701567	α	0.717497
03:24:33	NREM	8	4000	acc	0.100284	emg	4.268925	δ	1.219457	θ	0.636719	α	0.838638
03:24:37	NREM	12	4000	acc	0.102447	emg	4.321109	δ	1.132630	θ	0.689610	α	0.734827
03:24:41	NREM	16	4000	acc	0.102736	emg	4.332419	δ	1.427242	θ	0.670428	α	0.795868
03:24:45	NREM	20	4000	acc	0.104232	emg	4.286693	δ	1.311319	θ	0.712884	α	0.730352
03:24:49	NREM	24	4000	acc	0.103230	emg	4.287486	δ	1.441079	θ	0.580877	α	0.712973
03:24:53	NREM	28	4000	acc	0.103747	emg	4.300693	δ	1.256746	θ	0.676964	α	0.714038
03:24:57	NREM	32	4000	acc	0.101941	emg	4.251989	δ	1.258431	θ	0.654711	α	0.678625
03:25:01	NREM	36	4000	acc	0.101433	emg	4.325197	δ	0.736245	θ	0.608762	α	1.070257
03:25:05	NREM	40	4000	acc	0.107555	emg	4.246878	δ	0.893082	θ	0.622093	α	0.918507
03:25:09	NREM	44	3999	acc	0.102208	emg	4.290461	δ	0.916795	θ	0.754357	α	0.947249
03:25:13	NREM	48	4000	acc	0.103382	emg	4.283058	δ	0.724424	θ	0.691701	α	1.011284
03:25:17	NREM	52	4000	acc	0.100196	emg	4.318615	δ	0.785491	θ	0.731773	α	0.724637
03:25:21	NREM	56	4000	acc	0.102562	emg	4.227944	δ	0.803818	θ	0.499257	α	0.633341
03:25:25	NREM	60	4000	acc	0.099616	emg	4.334651	δ	0.803820	θ	0.558564	α	0.732290
03:25:29	NREM	64	4000	acc	0.103047	emg	4.321709	δ	0.878736	θ	0.698683	α	0.804940
03:25:33	NREM	68	4000	acc	0.100761	emg	4.272421	δ	0.694653	θ	0.502563	α	0.705271
03:25:37	NREM	72	3999	acc	0.106411	emg	4.311359	δ	0.695138	θ	0.479228	α	0.650597
03:25:41	NREM	76	4000	acc	0.100668	emg	4.345241	δ	0.782721	θ	0.532165	α	0.619020
03:25:45	NREM	80	4000	acc	0.100681	emg	4.286533	δ	0.794372	θ	0.526976	α	0.666730
03:25:49	NREM	84	4000	acc	0.099671	emg	4.280717	δ	0.815388	θ	0.563317	α	0.721808
03:25:53	NREM	88	4000	acc	0.100130	emg	4.240395	δ	0.735440	θ	0.441257	α	0.568687
03:25:57	NREM	92	4000	acc	0.099657	emg	4.260806	δ	0.693242	θ	0.488931	α	0.693345
03:26:01	NREM	96	4000	acc	0.104169	emg	4.362863	δ	0.891391	θ	0.408253	α	0.615896
03:26:05	NREM	100	4000	acc	0.103146	emg	4.237791	δ	0.992645	θ	0.449700	α	0.767655
03:26:09	NREM	104	4000	acc	0.097382	emg	4.291630	δ	0.733770	θ	0.555641	α	0.496642
03:26:13	NREM	108	4000	acc	0.100044	emg	4.233507	δ	0.737834	θ	0.540168	α	0.666602
03:26:17	NREM	112	3999	acc	0.100934	emg	4.294136	δ	0.726476	θ	0.526058	α	0.598733
03:26:21	NREM	116	4000	acc	0.099928	emg	4.271907	δ	0.717077	θ	0.620655	α	0.704209
03:26:25	NREM	120	4000	acc	0.104659	emg	4.246216	δ	0.673304	θ	0.568032	α	0.691989
03:26:29	NREM	124	4000	acc	0.101392	emg	4.211655	δ	0.858889	θ	0.563245	α	0.613891
03:26:33	NREM	128	4000	acc	0.105528	emg	4.297378	δ	0.627966	θ	0.599700	α	0.647056
03:26:37	NREM	132	4000	acc	0.102683	emg	4.195838	δ	0.635121	θ	0.681465	α	0.628649
03:26:41	NREM	136	4000	acc	0.103540	emg	4.268179	δ	0.648456	θ	0.549618	α	0.748250
03:26:45	NREM	140	4000	acc	0.103126	emg	4.313015	δ	0.649432	θ	0.587329	α	0.619178
03:26:49	NREM	144	4000	acc	0.103214	emg	4.214857	δ	0.870116	θ	0.636616	α	0.643733
03:26:53	NREM	148	4000	acc	0.106058	emg	4.290495	δ	1.124510	θ	0.573759	α	0.910582
03:26:57	NREM	152	3999	acc	0.102335	emg	4.208475	δ	1.206548	θ	0.723532	α	0.753823
03:27:01	NREM	156	4000	acc	0.099389	emg	4.262356	δ	1.228532	θ	0.571045	α	0.814915
03:27:05	NREM	160	4000	acc	0.101241	emg	4.307045	δ	0.948514	θ	0.769008	α	0.783293
03:27:09	NREM	164	4000	acc	0.101760	emg	4.219143	δ	1.266183	θ	0.636139	α	0.708388
03:27:13	NREM	168	4000	acc	0.099401	emg	4.227236	δ	1.223567	θ	0.616559	α	0.833105
03:27:17	NREM	172	4000	acc	0.106455	emg	4.205638	δ	1.240631	θ	0.582461	α	0.760119
03:27:21	NREM	176	4000	acc	0.107027	emg	4.282343	δ	1.263445	θ	0.887834	α	0.714231
03:27:25	NREM	180	4000	acc	0.102606	emg	4.177320	δ	1.273670	θ	0.692270	α	0.849980
03:27:29	NREM	184	4000	acc	0.105285	emg	4.217605	δ	1.047505	θ	0.676894	α	0.839881
03:27:33	NREM	188	4000	acc	0.101089	emg	4.224303	δ	1.168163	θ	0.682893	α	1.153711
03:27:37	NREM	192	3999	acc	0.106136	emg	4.196917	δ	0.902757	θ	0.573759	α	1.105290
03:27:41	NREM	196	4000	acc	0.097595	emg	4.181233	δ	0.825692	θ	0.638728	α	0.996979
